player_id,player_name,archetype,season,team,games_played,minutes,points,rebounds,assists,steals,blocks,fg_pct,fg3_pct,ft_pct
51,John Johns,elite_scorer,2020-21,LutammS,49,13.6,26.6,6.5,2.6,2.0,0.1,0.453,0.404,0.863
52,Anthony Rivera,elite_playmaker,2020-21,HtmlERS,76,22.5,23.9,3.6,8.5,1.0,0.6,,0.377,0.84
53,Ralph Thompson,regular,2020-21,UnitedWeCode,56,14.8,15.1,4.7,2.9,0.8,1.1,0.435,0.321,0.777
54,Erin Holmes,regular,2020-21,KeyBoardWarriors,44,19.5,11.0,2.2,2.9,1.0,0.8,0.403,0.308,0.795
55,John Gutierrez,regular,2020-21,KeyBoardWarriors,39,27.6,17.3,6.2,3.9,0.5,1.1,0.489,0.312,0.826
56,Heather Nguyen,regular,2020-21,UnitedWeCode,42,19.0,,6.2,3.2,1.6,1.0,0.46,0.345,0.83
57,Carlos Stevens,regular,2020-21,HtmlERS,34,23.1,9.5,4.5,2.4,1.2,0.6,0.443,0.294,0.749
58,James Howell,regular,2020-21,KeyBoardWarriors,26,29.1,,3.6,4.8,1.1,0.8,,0.33,0.728
59,James Taylor,regular,2020-21,KeyBoardWarriors,80,36.3,10.6,4.8,2.6,,0.6,0.444,0.288,0.66
60,Patricia Rivera,regular,2020-21,SkyBirds,79,28.7,11.3,4.0,3.0,1.2,0.3,0.516,0.375,0.74
61,Kelly Medina,regular,2020-21,UnitedWeCode,60,28.1,9.7,3.5,1.1,0.9,0.5,0.394,0.295,0.656
62,Heather Lambert,regular,2020-21,BIsupremE,40,15.2,17.2,6.1,3.9,0.8,,0.449,0.352,0.701
63,Lauren Green,regular,2020-21,UnitedWeCode,53,22.0,7.9,2.6,2.0,1.1,0.7,0.467,0.292,0.754
64,Ronald Cox,regular,2020-21,VBADragons,65,25.9,14.2,3.6,3.8,0.7,0.7,0.455,0.362,0.842
65,Zachary Andrews,regular,2020-21,SkyBirds,60,37.2,8.9,3.3,,0.7,0.9,0.421,0.329,0.791
66,Crystal Jones,regular,2020-21,BIsupremE,60,15.1,7.2,4.0,2.0,0.2,,0.359,0.312,0.667
67,Nathan Erickson,regular,2020-21,SkyBirds,72,15.3,17.3,7.1,3.9,,0.9,0.441,0.362,0.703
68,Austin Francis,elite_defender,2020-21,BIsupremE,82,14.2,11.6,9.6,2.2,1.7,2.2,0.462,0.304,0.694
69,Gina Morales,regular,2020-21,BIsupremE,55,25.4,,3.3,2.4,0.6,0.4,0.451,0.331,0.815
70,Shane Baker,regular,2020-21,LutammS,60,15.6,9.6,4.4,2.5,1.3,1.2,0.514,0.366,0.823
71,Jo Castillo,elite_playmaker,2020-21,VBADragons,26,30.2,19.7,3.2,10.0,1.2,0.1,0.536,0.374,0.824
72,Joseph Johnson,regular,2020-21,HtmlERS,74,19.2,8.6,3.3,3.8,1.2,1.2,0.432,0.378,0.801
73,Michael Mccall,regular,2020-21,HtmlERS,50,29.2,4.7,1.4,,0.2,0.3,0.393,0.329,0.608
74,Erica Garrett,elite_defender,2020-21,BIsupremE,76,27.8,11.0,9.4,3.8,2.3,,0.413,0.364,0.76
75,Sarah Johnson,regular,2020-21,HtmlERS,20,12.4,11.7,4.2,1.5,1.0,0.7,0.433,0.336,0.761
76,Carrie Lopez,regular,2020-21,HtmlERS,42,18.2,13.0,3.6,4.4,0.8,1.1,0.52,0.368,0.745
77,Randy White,regular,2020-21,SparkiFY,61,31.8,5.3,2.5,1.9,0.3,0.3,0.426,0.26,0.747
78,Michael Valenzuela,regular,2020-21,KeyBoardWarriors,59,28.5,13.5,4.3,,1.1,0.6,0.406,0.37,0.758
79,Jessica Mathis,elite_scorer,2020-21,VBADragons,78,29.2,27.2,2.1,4.4,0.1,0.9,0.579,0.418,0.884
80,Charles Turner,regular,2020-21,VBADragons,60,26.4,10.9,5.2,4.0,0.7,0.4,0.484,0.358,0.822
81,Kristen Williams,elite_defender,2020-21,SkyBirds,38,31.3,11.8,7.4,2.9,2.8,1.1,0.405,0.272,0.651
82,Jake Miller,elite_defender,2020-21,UnitedWeCode,40,20.8,9.7,8.2,3.9,2.5,2.7,0.411,0.292,0.749
83,Lisa Hall,regular,2020-21,BIsupremE,53,35.1,14.2,5.3,3.1,1.8,1.0,0.442,0.324,0.728
84,Roger Smith,regular,2020-21,KeyBoardWarriors,23,25.6,7.1,3.0,2.3,1.0,0.2,0.433,0.34,0.712
85,Daniel Palmer,elite_playmaker,2020-21,HtmlERS,81,17.9,19.5,6.6,8.3,1.1,0.9,0.544,0.376,0.892
86,Lacey Peterson,regular,2020-21,SparkiFY,71,34.8,14.2,3.1,3.7,1.3,1.1,0.415,0.347,0.73
87,Luis Williams,regular,2020-21,LutammS,42,31.0,,2.4,2.7,0.5,0.6,0.449,0.31,0.75
88,Cory Hernandez,regular,2020-21,UnitedWeCode,78,14.7,3.9,3.4,1.0,0.4,0.4,0.404,0.269,0.7
89,Jamie Hudson,regular,2020-21,LutammS,36,22.8,16.4,6.1,3.9,1.3,1.0,,0.306,0.793
90,Michael Levine,regular,2020-21,KeyBoardWarriors,60,22.8,15.7,3.3,3.8,0.6,0.7,0.457,0.311,0.766
91,Justin Chase,regular,2020-21,KeyBoardWarriors,43,20.3,,4.0,2.3,0.7,0.6,0.381,0.317,0.737
92,Christopher Rose,regular,2020-21,KeyBoardWarriors,81,25.2,5.2,,1.8,0.5,0.3,0.43,0.321,0.724
93,Andrea Sandoval,elite_defender,2020-21,KeyBoardWarriors,50,35.5,13.7,5.5,3.5,1.7,2.4,0.395,,0.773
94,Robert Warren,regular,2020-21,SkyBirds,42,21.0,10.9,3.9,1.9,1.2,0.6,0.416,,0.662
95,Kimberly Hernandez,regular,2020-21,LutammS,22,31.9,6.6,3.5,1.6,0.9,0.5,0.385,0.323,0.707
96,Amanda Chapman,regular,2020-21,SparkiFY,74,32.5,,4.9,1.0,0.9,0.4,0.476,0.321,0.72
97,Kimberly Martin,regular,2020-21,BIsupremE,37,31.5,16.4,5.2,3.4,1.2,1.2,0.467,,0.726
98,Robert Johnson,regular,2020-21,UnitedWeCode,63,25.1,15.8,4.9,4.7,,0.7,0.423,0.367,0.728
99,Elaine Parrish,regular,2020-21,UnitedWeCode,49,37.0,5.1,3.8,1.4,1.1,0.5,0.408,0.347,0.796
100,Michael Velasquez,regular,2020-21,UnitedWeCode,49,34.1,5.1,3.1,1.7,0.9,,0.384,0.282,0.675
101,Diane Smith,regular,2020-21,LutammS,81,17.0,15.4,3.5,4.5,0.7,0.7,0.408,0.374,
102,Thomas Williams,regular,2020-21,LutammS,64,15.5,6.7,1.0,1.5,0.8,0.1,0.388,0.291,0.632
103,Lawrence Owen,regular,2020-21,VBADragons,50,13.8,9.8,4.6,2.6,0.6,0.5,0.424,0.306,0.739
104,David Cunningham,regular,2020-21,SparkiFY,77,13.2,13.5,5.5,3.7,1.2,0.9,0.483,0.328,0.844
105,Brian Rodriguez,regular,2020-21,BIsupremE,24,13.6,17.2,4.2,4.4,1.1,0.9,0.44,,0.811
106,Stephanie Davis,elite_defender,2020-21,SparkiFY,39,36.6,13.0,,3.6,2.5,2.1,0.399,0.256,0.725
107,Grant Bentley,regular,2020-21,BIsupremE,71,34.5,,2.5,0.8,0.6,0.3,0.423,0.306,0.633
108,Kyle Robinson,regular,2020-21,HtmlERS,30,27.8,14.3,6.1,2.8,1.6,0.8,0.503,0.363,0.758
109,Colin Porter,regular,2020-21,SkyBirds,46,29.2,14.4,5.9,3.3,1.6,1.1,0.442,0.347,0.835
110,Brian Robinson,regular,2020-21,SkyBirds,24,37.0,5.1,3.8,2.7,0.9,0.5,0.413,0.282,0.746
111,Jeffrey Mcgee,elite_defender,2020-21,KeyBoardWarriors,27,37.4,8.5,8.2,1.8,2.3,2.8,0.351,,0.748
112,Fernando Chapman,regular,2020-21,KeyBoardWarriors,50,21.4,12.2,4.5,4.5,0.8,0.5,0.403,0.336,0.787
113,John Chaney,regular,2020-21,SparkiFY,39,17.9,10.6,3.4,1.8,0.5,0.3,0.453,0.317,0.719
114,Vicki Bradshaw,regular,2020-21,VBADragons,29,13.2,15.6,7.5,2.3,1.7,1.1,0.41,0.321,0.774
115,Rachel Spencer,regular,2020-21,LutammS,80,37.7,6.3,2.4,2.9,0.3,,0.403,0.314,0.714
116,Sarah Bowman,elite_scorer,2020-21,HtmlERS,35,23.7,33.9,5.5,3.5,1.1,0.5,0.482,0.396,0.816
117,Erik Oconnor,regular,2020-21,SparkiFY,46,30.5,9.9,3.8,2.4,0.9,0.3,0.461,0.328,0.797
118,Melinda Smith,regular,2020-21,LutammS,46,24.3,11.6,,2.4,1.3,0.6,0.517,0.331,0.751
119,James Mueller,elite_playmaker,2020-21,HtmlERS,31,22.4,23.2,3.6,11.1,2.0,0.8,0.504,0.39,
120,Kayla Castro,regular,2020-21,UnitedWeCode,80,28.9,10.5,2.8,1.1,0.8,0.2,0.431,0.303,0.785
121,David Baker,regular,2020-21,UnitedWeCode,44,36.8,9.7,4.8,1.9,1.1,0.8,0.424,0.351,0.751
122,Joe Hooper,regular,2020-21,HtmlERS,76,15.7,8.6,3.4,1.9,0.6,0.7,0.444,0.331,0.727
123,Jeremiah Wood,regular,2020-21,KeyBoardWarriors,82,13.5,3.8,3.0,0.8,0.3,,0.387,0.325,0.73
124,Hannah Alvarado,regular,2020-21,HtmlERS,76,14.3,16.2,7.6,4.4,1.3,0.5,0.456,0.364,0.702
125,Anna Curtis,elite_scorer,2020-21,VBADragons,57,17.0,26.0,3.7,4.1,1.6,0.1,0.494,0.437,0.801
126,Michelle Sloan,regular,2020-21,UnitedWeCode,68,19.0,8.7,3.4,2.0,1.0,0.6,0.45,0.331,0.779
127,Daniel Johnson,regular,2020-21,SkyBirds,28,19.0,7.0,2.0,0.8,0.3,0.3,0.404,0.271,0.725
128,Robin Kent,regular,2020-21,VBADragons,55,34.6,14.1,7.7,3.2,1.3,0.6,0.461,0.363,0.814
129,Micheal Ross,regular,2020-21,SparkiFY,34,19.8,9.7,3.4,2.3,1.0,0.6,0.476,0.353,0.782
130,Gail Fisher,regular,2020-21,SparkiFY,64,22.6,9.7,5.0,3.3,0.9,0.9,0.413,0.371,0.805
131,Daniel Wright,elite_scorer,2020-21,BIsupremE,36,14.6,24.9,1.5,3.1,1.6,0.5,0.595,0.418,0.926
132,Kevin Knight,regular,2020-21,VBADragons,22,32.0,,2.0,1.4,0.6,0.4,0.469,,0.716
133,George Chandler,regular,2020-21,SparkiFY,34,23.6,12.0,2.1,1.9,0.7,0.6,0.402,0.329,0.704
134,Tara Cruz,regular,2020-21,KeyBoardWarriors,38,27.6,13.9,3.4,2.8,0.8,0.9,0.47,0.328,0.801
135,Ashley Fields,regular,2020-21,HtmlERS,56,21.7,6.3,1.2,0.8,0.3,0.1,0.378,0.266,0.643
136,Lauren Soto,regular,2020-21,UnitedWeCode,32,22.6,,5.6,3.1,1.2,0.8,0.429,0.348,0.713
137,Zachary Le,regular,2020-21,BIsupremE,63,31.2,11.4,6.6,4.2,0.6,0.5,0.463,0.368,0.849
138,Andrew Case,regular,2020-21,HtmlERS,69,36.9,7.4,3.6,1.4,0.6,0.7,0.449,0.311,0.748
139,Rachel Benson,regular,2020-21,LutammS,39,25.3,,5.1,3.2,0.6,1.1,0.491,0.31,0.755
140,James Garrett,regular,2020-21,KeyBoardWarriors,54,18.8,17.4,5.5,2.9,1.2,0.8,0.477,0.338,0.78
141,Anthony Sanders,regular,2020-21,BIsupremE,76,23.4,,5.4,4.0,1.8,1.1,0.406,0.323,0.796
142,Jason Hoffman,regular,2020-21,UnitedWeCode,35,32.1,14.8,4.7,3.9,1.0,0.4,0.504,0.332,
143,John Davis,regular,2020-21,SparkiFY,20,29.9,14.5,6.6,3.8,1.7,1.1,,0.36,0.743
144,Laura King,regular,2020-21,SparkiFY,52,28.0,3.4,1.2,0.6,0.6,0.4,0.383,0.291,0.612
145,Anita Smith,regular,2020-21,VBADragons,35,12.9,7.8,3.0,1.4,0.4,0.1,0.353,0.295,0.705
146,Anna Mccormick,regular,2020-21,HtmlERS,72,22.2,10.7,4.1,2.8,0.6,0.3,0.439,0.347,0.765
147,Kristen Murphy,elite_scorer,2020-21,SparkiFY,52,22.6,23.3,4.7,4.4,1.2,,0.571,0.37,0.845
148,David Lynch,regular,2020-21,SparkiFY,28,31.0,11.5,3.3,2.1,1.0,0.6,0.446,0.378,0.751
149,Kristopher Mitchell,regular,2020-21,HtmlERS,62,34.9,7.8,3.9,0.9,0.4,0.3,0.389,0.27,0.607
150,Jason Long,regular,2020-21,VBADragons,76,30.2,8.3,7.1,3.6,1.3,0.9,0.496,0.354,0.755
151,Evelyn Morales,regular,2020-21,HtmlERS,24,31.2,8.8,2.5,2.8,0.7,0.4,0.428,0.317,0.753
152,Deborah Luna,regular,2020-21,BIsupremE,63,34.8,6.5,2.2,1.3,0.8,0.3,0.428,0.301,0.712
153,Lisa Duncan,regular,2020-21,LutammS,81,37.1,11.1,7.2,4.7,1.6,0.8,0.518,0.312,0.709
154,Veronica Shaw,regular,2020-21,VBADragons,60,13.9,9.5,4.8,3.7,0.7,0.6,0.466,0.318,0.823
155,Amanda Barrett,regular,2020-21,HtmlERS,58,30.9,3.7,3.0,0.8,0.3,0.1,0.353,0.261,0.622
156,Teresa Miles,regular,2020-21,SkyBirds,74,37.4,4.0,3.9,1.7,0.5,0.4,0.413,0.329,0.728
157,Sabrina Moore,regular,2020-21,BIsupremE,47,33.7,,2.7,2.8,0.4,0.5,0.415,0.308,0.752
158,Robert Warner,elite_scorer,2020-21,HtmlERS,54,17.5,29.3,2.9,2.8,1.4,1.0,0.491,0.43,0.946
159,Jessica Greer,regular,2020-21,LutammS,77,29.0,11.9,2.2,2.1,1.1,0.2,0.414,0.283,0.678
160,Joseph Edwards,regular,2020-21,UnitedWeCode,48,34.4,15.4,5.4,4.0,1.0,1.0,0.447,0.376,0.706
161,Robert Long,regular,2020-21,SparkiFY,26,35.4,6.4,3.7,1.6,0.7,0.3,,0.354,0.76
162,Christopher Price,regular,2020-21,SkyBirds,67,26.5,,7.8,3.8,1.5,0.6,0.477,0.315,0.847
163,Dawn Stevenson,regular,2020-21,VBADragons,67,12.7,3.6,1.2,2.0,0.5,0.2,0.369,0.278,0.71
164,Jerry Oliver,regular,2020-21,UnitedWeCode,23,24.4,11.7,,,0.5,0.8,,0.315,0.669
165,Karen Moore,regular,2020-21,LutammS,21,33.1,12.2,6.4,3.0,1.8,0.6,0.505,0.36,0.782
166,Alexis Moore,regular,2020-21,LutammS,25,25.2,14.0,4.5,2.6,1.8,0.8,0.51,0.327,0.702
167,Erika Gentry,regular,2020-21,KeyBoardWarriors,21,31.1,14.7,6.6,3.1,1.1,0.7,0.463,0.331,0.82
168,Paul Collins,regular,2020-21,KeyBoardWarriors,36,37.7,6.5,4.1,1.5,0.7,0.4,0.417,0.297,0.748
169,Courtney Stewart,regular,2020-21,VBADragons,54,20.7,10.7,3.1,2.6,0.5,0.5,0.473,0.312,0.731
170,Benjamin Sanchez,elite_playmaker,2020-21,KeyBoardWarriors,27,20.7,20.1,5.1,8.4,2.0,0.8,0.424,0.355,0.851
171,Caroline Ellis,elite_scorer,2020-21,HtmlERS,69,35.6,24.5,6.1,3.2,0.0,0.5,0.467,0.372,0.846
172,Michael Myers,regular,2020-21,UnitedWeCode,53,16.2,,7.4,2.5,1.3,1.0,0.413,0.325,0.834
173,Derrick Saunders,regular,2020-21,KeyBoardWarriors,24,14.5,,6.4,3.6,,0.9,0.465,0.371,0.84
174,Nathaniel Vaughn,elite_playmaker,2020-21,BIsupremE,82,24.1,19.3,5.8,9.7,1.6,0.3,0.429,0.376,0.877
175,Ashley Mccullough,regular,2020-21,SkyBirds,35,36.4,2.4,1.9,1.5,0.7,0.3,0.447,0.267,0.64
176,Laura Anderson,regular,2020-21,BIsupremE,69,17.8,17.8,4.4,4.2,0.5,0.4,0.494,0.349,0.702
177,Shannon Smith,regular,2020-21,VBADragons,48,27.8,15.3,6.3,4.2,0.7,0.8,0.449,0.333,0.821
178,Kari Hall,regular,2020-21,LutammS,34,19.5,13.9,5.5,2.4,1.0,0.8,0.485,0.334,0.717
179,Tiffany Perez,regular,2020-21,KeyBoardWarriors,71,29.7,8.9,4.6,4.9,0.7,1.1,0.418,0.344,0.753
180,William Vasquez,regular,2020-21,BIsupremE,26,24.8,8.4,2.7,2.7,1.0,0.7,0.443,0.306,0.718
181,Margaret Larson,elite_defender,2020-21,UnitedWeCode,67,26.5,12.7,6.2,2.5,1.7,1.8,0.43,0.33,0.658
182,Nicole Flores,regular,2020-21,BIsupremE,78,17.0,11.3,5.8,3.5,1.2,0.4,0.516,0.314,0.842
183,Connor Lopez,elite_scorer,2020-21,HtmlERS,30,32.7,31.2,6.4,5.2,1.6,0.1,0.467,0.374,0.887
184,Brandon Zimmerman,regular,2020-21,UnitedWeCode,81,12.4,5.6,3.3,2.9,0.6,0.6,0.402,0.322,0.67
185,Gina Fischer,regular,2020-21,HtmlERS,72,36.4,17.4,5.6,2.8,0.9,0.5,0.469,0.332,0.704
186,Kimberly Martinez,elite_defender,2020-21,HtmlERS,72,18.8,11.2,10.8,1.5,2.2,1.6,0.4,0.333,0.667
187,Caleb Hopkins,elite_defender,2020-21,HtmlERS,30,37.7,13.0,6.0,1.9,2.6,1.1,0.481,0.326,0.797
188,Aaron Rogers,regular,2020-21,BIsupremE,74,19.8,12.1,7.6,3.4,1.6,0.7,0.455,0.369,0.775
189,Briana Delgado,regular,2020-21,BIsupremE,62,36.3,9.4,,1.8,0.5,0.4,0.479,0.301,0.661
190,Christina Avery,regular,2020-21,KeyBoardWarriors,69,34.5,5.4,4.4,2.4,0.8,0.6,0.469,0.289,0.757
191,Theresa Collins,regular,2020-21,LutammS,64,32.8,2.2,3.7,2.0,0.7,0.3,0.437,0.274,0.703
192,Leslie Smith,regular,2020-21,LutammS,34,14.3,4.7,1.9,1.8,0.7,0.2,,0.291,0.649
193,David Kim,elite_playmaker,2020-21,SparkiFY,81,26.5,23.8,5.8,,2.5,0.0,0.502,0.418,0.84
194,Darlene Young,regular,2020-21,LutammS,40,16.2,9.7,3.2,4.4,1.5,0.6,0.466,0.337,0.799
195,Cory Cohen,regular,2020-21,KeyBoardWarriors,75,35.0,14.9,4.8,3.3,0.7,0.5,0.511,0.342,
196,Emily Mason,regular,2020-21,LutammS,32,26.0,5.4,1.2,1.8,0.6,0.4,0.399,0.257,0.673
197,Donald Gonzalez,regular,2020-21,BIsupremE,79,14.0,13.9,5.9,4.6,1.3,0.5,0.442,0.301,0.799
198,Joseph Farrell,elite_defender,2020-21,LutammS,57,17.6,,11.2,2.3,2.1,2.1,0.471,0.251,0.816
199,Sara Williams,regular,2020-21,SparkiFY,62,26.2,11.4,6.4,2.6,1.0,0.3,0.494,0.305,0.813
200,Sharon Durham,regular,2020-21,VBADragons,21,37.9,15.0,6.4,2.9,0.5,0.3,0.48,0.33,0.795
201,Laura Hall,regular,2020-21,SkyBirds,32,32.6,8.3,7.5,4.0,1.6,0.8,0.477,0.326,0.835
202,Tammy Stokes,regular,2020-21,SparkiFY,55,33.8,15.0,5.4,2.2,1.0,1.0,0.424,0.314,0.841
203,Donald Johnson,regular,2020-21,VBADragons,28,27.7,,,3.0,1.0,0.6,0.467,,0.677
204,Nicholas Riley,regular,2020-21,SkyBirds,74,33.4,11.3,5.7,,1.5,0.6,0.475,0.316,
205,Angel Blevins,elite_scorer,2020-21,SkyBirds,25,30.1,32.4,1.4,3.3,0.4,0.8,0.603,0.44,0.813
206,Emily Black,regular,2020-21,VBADragons,68,20.6,2.7,1.3,0.9,0.4,0.5,0.428,,0.674
207,Travis Garcia,regular,2020-21,KeyBoardWarriors,43,12.9,8.5,7.1,2.7,1.1,0.9,0.449,0.324,0.756
208,Julie Figueroa,regular,2020-21,SkyBirds,76,20.6,12.7,,4.3,0.5,0.3,0.41,0.303,0.843
209,Andrew Roman,regular,2020-21,UnitedWeCode,37,23.1,7.9,4.9,2.5,0.5,0.4,0.456,0.309,
210,Michael Fitzpatrick,regular,2020-21,SparkiFY,48,15.4,8.2,4.3,2.9,1.7,0.8,0.449,0.307,0.813
211,Matthew Lewis,regular,2020-21,UnitedWeCode,33,33.8,9.2,3.9,1.6,0.7,0.8,0.456,0.318,0.734
212,James Rivera,regular,2020-21,KeyBoardWarriors,34,20.8,17.5,7.9,3.4,1.4,0.4,0.461,0.376,0.745
213,Chad Martin,regular,2020-21,LutammS,66,15.2,5.3,3.4,2.3,1.2,0.5,0.382,0.346,0.748
214,Thomas Arnold,regular,2020-21,UnitedWeCode,71,27.4,17.8,3.4,3.7,0.6,0.9,0.426,0.335,0.849
215,Angela Anderson,regular,2020-21,SparkiFY,65,19.8,3.5,1.2,1.8,0.7,0.5,0.424,0.32,0.734
216,Angel Thomas,regular,2020-21,UnitedWeCode,72,32.0,11.5,3.9,2.2,0.7,0.6,0.463,0.328,0.666
217,Rachel Taylor,regular,2020-21,SparkiFY,45,28.3,5.3,2.4,2.6,0.4,0.4,0.454,0.307,0.741
218,Gabriela Peters,regular,2020-21,VBADragons,73,15.8,15.5,4.1,4.0,0.9,1.1,0.488,0.342,0.798
219,Carol Giles,regular,2020-21,UnitedWeCode,58,20.5,16.7,4.7,4.3,1.6,0.5,0.426,0.355,0.755
220,Jonathan Park,regular,2020-21,KeyBoardWarriors,81,31.9,11.3,7.8,2.9,0.6,1.0,0.506,0.338,0.774
221,Zachary Richardson,elite_playmaker,2020-21,KeyBoardWarriors,28,16.2,21.9,5.3,,1.2,0.8,0.457,0.417,0.879
222,Richard Harris,regular,2020-21,LutammS,30,18.8,11.8,6.4,4.7,1.6,1.1,0.472,0.38,0.846
223,Craig Morse,regular,2020-21,HtmlERS,59,15.2,3.4,3.0,1.0,0.3,0.3,0.356,0.271,0.7
224,Danielle Jackson,regular,2020-21,SkyBirds,59,18.5,15.1,3.8,3.9,1.1,0.7,0.427,0.338,0.795
225,Linda Lopez,regular,2020-21,SparkiFY,30,34.4,15.7,4.7,4.9,0.8,0.4,0.462,0.355,0.768
226,Eileen Willis,regular,2020-21,SparkiFY,41,37.6,6.0,3.1,1.1,0.3,0.8,0.405,0.292,0.727
227,Laura Gutierrez,regular,2020-21,KeyBoardWarriors,22,29.1,8.9,4.2,2.9,1.2,0.6,0.412,0.346,0.726
228,Stephanie Ball,regular,2020-21,LutammS,77,30.3,12.3,,4.9,1.0,0.9,0.432,0.356,0.749
229,Shane Martinez,regular,2020-21,LutammS,78,32.2,8.4,3.8,3.7,,0.7,0.477,0.317,0.847
230,Jonathan Anderson,regular,2020-21,VBADragons,68,22.0,8.8,5.8,,0.8,0.6,0.503,0.377,0.756
231,Adriana Shaffer,regular,2020-21,BIsupremE,36,23.2,6.1,3.1,2.5,0.8,0.7,0.48,0.32,0.782
232,Judy Walsh,regular,2020-21,BIsupremE,82,21.2,6.8,2.8,2.1,0.7,0.7,0.474,0.321,0.669
233,Ronald Ramirez,regular,2020-21,UnitedWeCode,39,29.6,17.4,6.4,2.4,1.7,0.6,0.506,0.371,0.771
234,Linda Lambert,regular,2020-21,SparkiFY,54,33.5,16.7,6.9,3.0,0.9,1.0,0.471,0.312,0.841
235,Elizabeth Grant,regular,2020-21,SkyBirds,45,27.7,7.2,2.0,1.9,0.6,0.5,0.399,0.293,0.618
236,Krystal Chapman,regular,2020-21,UnitedWeCode,28,26.3,8.3,2.9,2.6,0.6,0.7,0.446,0.308,0.706
237,Jose Brooks,regular,2020-21,VBADragons,68,32.2,7.9,2.2,2.8,0.3,0.7,0.446,0.284,0.766
238,Kyle Carter,regular,2020-21,BIsupremE,24,27.3,11.9,7.9,2.4,1.7,1.1,0.468,0.372,0.775
239,Rachel Dawson,regular,2020-21,UnitedWeCode,52,32.0,6.5,4.2,2.9,1.1,0.3,0.44,0.283,0.682
240,Christina Hayes,regular,2020-21,KeyBoardWarriors,43,14.9,7.3,3.2,2.2,1.2,0.7,0.432,0.297,0.782
241,Todd Garcia,elite_scorer,2020-21,VBADragons,25,31.3,34.1,4.2,5.1,0.0,0.1,0.559,0.427,0.844
242,Thomas Matthews,regular,2020-21,KeyBoardWarriors,64,21.6,14.7,4.1,3.7,1.2,0.4,0.511,0.355,0.77
243,Michael Hunter,regular,2020-21,LutammS,58,12.9,10.4,4.6,2.8,1.1,0.2,0.455,0.326,0.797
244,Yvette Durham,regular,2020-21,BIsupremE,75,13.5,5.0,4.8,1.4,1.1,0.5,0.456,0.352,0.796
245,Chase Shah,regular,2020-21,UnitedWeCode,29,34.3,11.8,3.3,3.0,1.7,0.4,0.513,0.346,0.722
246,Laura Burnett,regular,2020-21,LutammS,57,29.9,13.9,8.0,2.6,1.4,,0.449,,0.779
247,Linda Clark,regular,2020-21,SparkiFY,23,22.9,9.2,3.2,3.4,0.7,0.3,0.424,0.379,0.713
248,David May,regular,2020-21,UnitedWeCode,71,20.3,5.9,3.1,3.0,0.9,0.6,,0.303,0.783
249,Maria Garcia,regular,2020-21,UnitedWeCode,59,20.4,15.8,5.7,2.9,0.6,0.8,0.512,0.341,0.788
250,Alexis Arroyo,regular,2020-21,HtmlERS,35,32.1,13.9,3.6,4.8,0.9,0.9,0.438,0.324,0.712
251,Renee Green,regular,2020-21,VBADragons,74,28.4,11.8,3.2,2.8,0.4,0.4,0.392,0.324,0.779
252,Maria Evans,regular,2020-21,VBADragons,76,22.5,7.6,2.8,1.2,0.5,0.8,0.384,0.35,0.796
253,Mckenzie Smith,regular,2020-21,LutammS,42,20.0,10.0,2.6,2.2,0.9,0.6,0.472,0.335,0.652
254,Charlene Walker,elite_playmaker,2020-21,VBADragons,38,28.1,15.3,5.8,10.1,1.3,0.5,0.404,0.37,0.814
255,Cynthia Johnson,regular,2020-21,VBADragons,57,34.6,9.4,,1.1,0.4,0.7,,0.295,0.772
256,Deborah Garcia,regular,2020-21,BIsupremE,42,21.1,7.4,3.0,1.9,0.3,0.3,0.4,0.284,0.637
257,Scott Jones,regular,2020-21,KeyBoardWarriors,56,34.3,5.8,2.6,2.8,0.6,0.5,0.444,0.286,0.747
258,Patrick Moore,regular,2020-21,SparkiFY,51,36.6,12.8,4.3,2.4,0.5,1.0,0.459,0.315,0.799
259,Mark Harrison,regular,2020-21,KeyBoardWarriors,33,34.5,9.8,4.6,3.0,0.9,,0.471,0.298,0.67
260,Donna Schultz,regular,2020-21,HtmlERS,50,27.3,12.5,6.9,2.8,0.7,0.7,0.516,0.373,0.756
261,Alexandra Farrell,regular,2020-21,SkyBirds,82,21.1,17.4,3.9,3.7,1.3,0.6,0.479,0.377,0.818
262,Robert Thomas,regular,2020-21,KeyBoardWarriors,71,28.5,9.7,3.9,3.3,1.5,0.5,0.499,0.326,0.826
263,Gina Howard,regular,2020-21,VBADragons,78,13.4,13.7,7.0,3.9,0.5,0.5,0.417,,0.759
264,Sarah Price,regular,2020-21,BIsupremE,43,17.5,9.1,5.8,3.5,1.4,1.1,0.417,0.341,0.783
265,Alexander Cooper,regular,2020-21,BIsupremE,80,17.2,5.1,2.6,1.5,0.4,0.6,0.456,0.287,
266,Susan Woods,regular,2020-21,HtmlERS,49,13.3,10.8,7.4,4.2,1.5,0.6,0.471,0.373,0.775
267,Mackenzie Richardson,regular,2020-21,LutammS,66,31.2,11.7,2.5,1.7,1.2,0.4,,0.285,
268,Charlene Jones,regular,2020-21,KeyBoardWarriors,79,24.4,9.1,4.3,1.2,1.2,0.4,0.397,0.309,0.651
269,James Garcia,regular,2020-21,UnitedWeCode,50,24.6,2.6,2.5,0.8,0.3,0.2,0.374,0.323,0.609
270,Richard Morris,elite_scorer,2020-21,VBADragons,35,12.2,29.1,2.5,4.6,1.1,0.4,0.477,0.428,0.924
